LISTA;CIRCOSCRIZIONE;COLLEGIO PLURINOMINALE;COLLEGIO UNINOMINALE;NUMERO CANDIDATO;CANDIDATO
AUTODETERMINATZIONE;SARDEGNA;SARDEGNA - 01;01 - CAGLIARI;2;PORCELLA PAOLO 
AUTODETERMINATZIONE;SARDEGNA;SARDEGNA - 01;02 - NUORO;2;DEVIAS PIER FRANCO 
AUTODETERMINATZIONE;SARDEGNA;SARDEGNA - 01;03 - SASSARI;2;PIRAS MARINA 
CASAPOUND ITALIA;ABRUZZO;ABRUZZO - 01;01 - PESCARA;10;IACOMELLI MIRKO 
CASAPOUND ITALIA;ABRUZZO;ABRUZZO - 01;02 - L'AQUILA;10;BOTTOS LINA 
CASAPOUND ITALIA;BASILICATA;BASILICATA - 01;01 - POTENZA;;DE ANNA PATRIZIA 
CASAPOUND ITALIA;CALABRIA;CALABRIA - 01;01 - CROTONE;;RENDA ROSA 
CASAPOUND ITALIA;CALABRIA;CALABRIA - 01;02 - COSENZA;;LIO ETTORE 
CASAPOUND ITALIA;CALABRIA;CALABRIA - 01;03 - CATANZARO;;NERO CATERINA 
CASAPOUND ITALIA;CALABRIA;CALABRIA - 01;04 - REGGIO DI CALABRIA;;MALASPINA NICOLA ANTONIO 
CASAPOUND ITALIA;CAMPANIA;CAMPANIA - 01;01 - BENEVENTO;;LIBRASI ANTONIO 
CASAPOUND ITALIA;CAMPANIA;CAMPANIA - 01;02 - CASERTA;;DEBLASIO MARIA STELLA 
CASAPOUND ITALIA;CAMPANIA;CAMPANIA - 01;03 - AVELLINO;;GENZALE ANTONIO 
CASAPOUND ITALIA;CAMPANIA;CAMPANIA - 02;04 - GIUGLIANO IN CAMPANIA;;LUBRANO BENITO 
CASAPOUND ITALIA;CAMPANIA;CAMPANIA - 02;06 - CASORIA;;FERRARA BERNARDINA 
CASAPOUND ITALIA;CAMPANIA;CAMPANIA - 02;07 - NAPOLI - CIRCOSCRIZIONE 7 SAN CARLO ALL'ARENA;;PANZERA ALESSANDRA 
CASAPOUND ITALIA;CAMPANIA;CAMPANIA - 02;08 - NAPOLI - CIRCOSCRIZIONE 19 FUORIGROTTA;;SCHIAVO VINCENZO 
CASAPOUND ITALIA;CAMPANIA;CAMPANIA - 03;05 - PORTICI;;NAPPA MARIA GIUSEPPA ROSARIA 
CASAPOUND ITALIA;CAMPANIA;CAMPANIA - 03;09 - TORRE DEL GRECO;;ESPOSITO ALESSANDRO 
CASAPOUND ITALIA;CAMPANIA;CAMPANIA - 03;10 - SALERNO;;GERARDI GIOVANNA 
CASAPOUND ITALIA;CAMPANIA;CAMPANIA - 03;11 - BATTIPAGLIA;;LUONGO SALVATORE 
CASAPOUND ITALIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;01 - RIMINI;;NEPI LUANA 
CASAPOUND ITALIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;02 - RAVENNA;;PENNUCCI IRMA DONATELLA 
CASAPOUND ITALIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;03 - FERRARA;;VISTA GIUSEPPE 
CASAPOUND ITALIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;04 - BOLOGNA;;PALMIERI MASSIMILIANO 
CASAPOUND ITALIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;05 - MODENA;;MALERBA GIUSEPPE ANTONIO 
CASAPOUND ITALIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;06 - REGGIO NELL'EMILIA ;;REVERBERI CARLOTTA 
CASAPOUND ITALIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;07 - PARMA;;CAPORALI FLORIANA 
CASAPOUND ITALIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;08 - PIACENZA;;PENSO MASSIMO 
CASAPOUND ITALIA;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;01 - TRIESTE;12;TESS MONICA 
CASAPOUND ITALIA;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;02 - UDINE;13;MARCUZZI SIMONE 
CASAPOUND ITALIA;LAZIO;LAZIO - 01;01 - ROMA - QUARTIERE GIANICOLENSE;;MORELLI VINCENZINA DONATELLA 
CASAPOUND ITALIA;LAZIO;LAZIO - 01;02 - ROMA - QUARTIERE TUSCOLANO;;SINAGRA AUGUSTO 
CASAPOUND ITALIA;LAZIO;LAZIO - 01;03 - ROMA - QUARTIERE PORTUENSE;;PETRUCCI FEDERICA MARIA 
CASAPOUND ITALIA;LAZIO;LAZIO - 02;04 - ROMA - QUARTIERE COLLATINO;;BURZA ANTONELLA 
CASAPOUND ITALIA;LAZIO;LAZIO - 02;05 - VITERBO;;TAGLIA CLAUDIO 
CASAPOUND ITALIA;LAZIO;LAZIO - 02;06 - GUIDONIA MONTECELIO;;CALVO ALESSANDRO 
CASAPOUND ITALIA;LAZIO;LAZIO - 03;07 - FROSINONE;;ZARATTI LINDA 
CASAPOUND ITALIA;LAZIO;LAZIO - 03;08 - ROMA - FIUMICINO;;GRANDINETTI ARIANNA 
CASAPOUND ITALIA;LAZIO;LAZIO - 03;09 - LATINA;;SAVASTANO MARCO 
CASAPOUND ITALIA;LAZIO;LAZIO - 03;10 - VELLETRI;;BAIETTI LUCIANO 
CASAPOUND ITALIA;LIGURIA;LIGURIA - 01;01 - SAVONA;;LEOTTA MANUELA 
CASAPOUND ITALIA;LIGURIA;LIGURIA - 01;02 - GENOVA - UNITÀ URBANISTICA SAN FRUTTUOSO;;CENSI FERSIDO ANTONIO 
CASAPOUND ITALIA;LIGURIA;LIGURIA - 01;03 - GENOVA - LA SPEZIA;;BARACCO MARIA GRAZIA 
CASAPOUND ITALIA;LOMBARDIA;LOMBARDIA - 01;16 - PAVIA;;ANTONINETTI MASSIMO 
CASAPOUND ITALIA;LOMBARDIA;LOMBARDIA - 01;17 - CREMONA;;BRUSCHI ROBUSTI RUDY 
CASAPOUND ITALIA;LOMBARDIA;LOMBARDIA - 01;18 - MANTOVA;;SIVIERI ELISA 
CASAPOUND ITALIA;LOMBARDIA;LOMBARDIA - 02;12 - BERGAMO;;SANTIN RENATO 
CASAPOUND ITALIA;LOMBARDIA;LOMBARDIA - 02;13 - TREVIGLIO;;SORTI GIOVANNA 
CASAPOUND ITALIA;LOMBARDIA;LOMBARDIA - 02;14 - BRESCIA;;SCALVENZI MIRCO 
CASAPOUND ITALIA;LOMBARDIA;LOMBARDIA - 02;15 - LUMEZZANE;;CARRETTA FLAVIO 
CASAPOUND ITALIA;LOMBARDIA;LOMBARDIA - 03;08 - LECCO;;MONTANELLI MARCELLO 
CASAPOUND ITALIA;LOMBARDIA;LOMBARDIA - 03;09 - CANTÙ;;BIZZOCCA MARIA ANTONIETTA 
CASAPOUND ITALIA;LOMBARDIA;LOMBARDIA - 03;10 - COMO;;SELVA MICHELA 
CASAPOUND ITALIA;LOMBARDIA;LOMBARDIA - 03;11 - VARESE;;IMPARATO CARLO 
CASAPOUND ITALIA;LOMBARDIA;LOMBARDIA - 04;01 - MILANO - AREA STATISTICA 84;;LIGI ISABELLA 
CASAPOUND ITALIA;LOMBARDIA;LOMBARDIA - 04;02 - MILANO - AREA STATISTICA 74;;CAPOTOSI ROBERTA 
CASAPOUND ITALIA;LOMBARDIA;LOMBARDIA - 04;03 - MILANO - LEGNANO;;LECCISI GABRIELE GIUSEPPE 
CASAPOUND ITALIA;LOMBARDIA;LOMBARDIA - 04;04 - ROZZANO;;TREFILETTI MASSIMO EGIDIO 
CASAPOUND ITALIA;LOMBARDIA;LOMBARDIA - 05;05 - COLOGNO MONZESE;;CARCANO LAURA GABRIELLA 
CASAPOUND ITALIA;LOMBARDIA;LOMBARDIA - 05;06 - MONZA;;GALLI SIMONA 
CASAPOUND ITALIA;LOMBARDIA;LOMBARDIA - 05;07 - SESTO SAN GIOVANNI;;BARCA ANTONELLA 
CASAPOUND ITALIA;MARCHE;MARCHE - 01;01 - PESARO;7;RAIMONDI COMINESI CRISTINA 
CASAPOUND ITALIA;MARCHE;MARCHE - 01;02 - ANCONA;7;CANALINI LUCA 
CASAPOUND ITALIA;MARCHE;MARCHE - 01;03 - ASCOLI PICENO;7;SGARIGLIA MICHELE 
CASAPOUND ITALIA;MOLISE;MOLISE - 01;01 - CAMPOBASSO;;LALLI ENZO 
CASAPOUND ITALIA;PIEMONTE;PIEMONTE - 01;01 - SETTIMO TORINESE;10;MESSA ADRIANA 
CASAPOUND ITALIA;PIEMONTE;PIEMONTE - 01;02 - MONCALIERI ;10;MAGI ALESSANDRO 
CASAPOUND ITALIA;PIEMONTE;PIEMONTE - 01;03 - TORINO - COLLEGNO;10;NECCO CINZIA 
CASAPOUND ITALIA;PIEMONTE;PIEMONTE - 01;04 - TORINO - ZONA STATISTICA 61;10;CALCAGNILE LUCA 
CASAPOUND ITALIA;PIEMONTE;PIEMONTE - 02;05 - NOVARA;10;TOSI MONICA 
CASAPOUND ITALIA;PIEMONTE;PIEMONTE - 02;06 - VERCELLI;10;GUASCHINO STEFANIA 
CASAPOUND ITALIA;PIEMONTE;PIEMONTE - 02;07 - ALESSANDRIA;10;BARABINO ORAZIO 
CASAPOUND ITALIA;PIEMONTE;PIEMONTE - 02;08 - CUNEO;10;CERRINA CARLO 
CASAPOUND ITALIA;PUGLIA;PUGLIA - 01;01 - BARI;7;MITOLO ANTONIO 
CASAPOUND ITALIA;PUGLIA;PUGLIA - 01;02 - ALTAMURA;7;DAIELLO NICOLETTA 
CASAPOUND ITALIA;PUGLIA;PUGLIA - 01;03 - ANDRIA;7;DAMBRA NUNZIA 
CASAPOUND ITALIA;PUGLIA;PUGLIA - 01;08 - FOGGIA;7;IANZANO RAFFAELA 
CASAPOUND ITALIA;PUGLIA;PUGLIA - 02;04 - BRINDISI;7;COLUCCI MARIA TERESA 
CASAPOUND ITALIA;PUGLIA;PUGLIA - 02;05 - LECCE;6;ANNICCHIARICO PIERLUIGI 
CASAPOUND ITALIA;PUGLIA;PUGLIA - 02;06 - NARDÒ;7;LECCISO FELICE 
CASAPOUND ITALIA;PUGLIA;PUGLIA - 02;07 - TARANTO;7;DE CATALDIS RAFFAELE 
CASAPOUND ITALIA;SARDEGNA;SARDEGNA - 01;01 - CAGLIARI;8;BALLETTO ENRICO 
CASAPOUND ITALIA;SARDEGNA;SARDEGNA - 01;02 - NUORO;8;FRAU PATRIZIA 
CASAPOUND ITALIA;SARDEGNA;SARDEGNA - 01;03 - SASSARI;8;TODINI LUIGI UMBERTO 
CASAPOUND ITALIA;SICILIA;SICILIA - 01;01 - PALERMO - RESUTTANA-SAN LORENZO;;MORELLO GIUSY 
CASAPOUND ITALIA;SICILIA;SICILIA - 01;02 - PALERMO - BAGHERIA;;DI BELLA VINCENZO 
CASAPOUND ITALIA;SICILIA;SICILIA - 01;03 - MARSALA;;RUGGIERO MAURIZIO 
CASAPOUND ITALIA;SICILIA;SICILIA - 01;04 - AGRIGENTO;;CONTINO GIOVANNI 
CASAPOUND ITALIA;SICILIA;SICILIA - 01;05 - GELA;;ANGRISANO CARLA 
CASAPOUND ITALIA;SICILIA;SICILIA - 02;06 - MESSINA;;CATANZARO MASSIMILIANO 
CASAPOUND ITALIA;SICILIA;SICILIA - 02;07 - ACIREALE;;SPADAFORA GIUSEPPE 
CASAPOUND ITALIA;SICILIA;SICILIA - 02;08 - CATANIA;;VOLPE MARIA TIZIANA 
CASAPOUND ITALIA;SICILIA;SICILIA - 02;09 - SIRACUSA;;BORGIA MARIA 
CASAPOUND ITALIA;TOSCANA;TOSCANA - 01;TOSCANA - 05 - LUCCA;;BERGAMINI RICCARDO 
CASAPOUND ITALIA;TOSCANA;TOSCANA - 01;01 - FIRENZE ;;BARTOLOZZI MASSIMILIANO 
CASAPOUND ITALIA;TOSCANA;TOSCANA - 01;02 - SESTO FIORENTINO;;GIALLI ANTONELLA 
CASAPOUND ITALIA;TOSCANA;TOSCANA - 01;03 - PRATO;;DE IESO ANTONIETTA 
CASAPOUND ITALIA;TOSCANA;TOSCANA - 02;04 - AREZZO;;SEIDITA RITA 
CASAPOUND ITALIA;TOSCANA;TOSCANA - 02;06 - PISA;;PACINI MATTEO 
CASAPOUND ITALIA;TOSCANA;TOSCANA - 02;07 - LIVORNO;;JOIME GIAN PIERO 
CASAPOUND ITALIA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;01 - BOLZANO/BOZEN;;COBALDI FULVIO 
CASAPOUND ITALIA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;02 - MERANO/MERAN;;DALPIAZ SILVIA 
CASAPOUND ITALIA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;03 - BRESSANONE/BRIXEN;;TRIGOLO MASSIMO 
CASAPOUND ITALIA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;05 - ROVERETO;;MENEGHELLI DORANNA 
CASAPOUND ITALIA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;06 - PERGINE VALSUGANA;;PALMISANO TRIPODI ANGELA 
CASAPOUND ITALIA;UMBRIA;UMBRIA - 01;01 - PERUGIA;;FILANGERI SERENELLA 
CASAPOUND ITALIA;UMBRIA;UMBRIA - 01;02 - TERNI;;SERRANI CLAUDIO 
CASAPOUND ITALIA;VENETO;VENETO - 01;01 - VENEZIA;;BOZZA TINO ANDREA 
CASAPOUND ITALIA;VENETO;VENETO - 01;02 - BELLUNO;;ZANUTTO GIORGIO 
CASAPOUND ITALIA;VENETO;VENETO - 01;03 - TREVISO;;NAPOLI MARTA 
CASAPOUND ITALIA;VENETO;VENETO - 01;04 - ROVIGO;;ROSSI CARLA 
CASAPOUND ITALIA;VENETO;VENETO - 02;05 - PADOVA;;MANTOVANI MORENO 
CASAPOUND ITALIA;VENETO;VENETO - 02;06 - BASSANO DEL GRAPPA;;VICARDI GIANPAOLO 
CASAPOUND ITALIA;VENETO;VENETO - 02;07 - VICENZA;;NATI PATRIZIA 
CASAPOUND ITALIA;VENETO;VENETO - 02;08 - VERONA;;DE NUNZIO ROSA 
CASAPOUND ITALIA;VENETO;VENETO - 02;09 - VILLAFRANCA DI VERONA;;TOMIZIOLI NICOLA 
CIVICA POPOLARE LORENZIN;ABRUZZO;ABRUZZO - 01;01 - PESCARA;5;CHIAVAROLI FEDERICA 
CIVICA POPOLARE LORENZIN;ABRUZZO;ABRUZZO - 01;02 - L'AQUILA;5;CIALENTE MASSIMO 
CIVICA POPOLARE LORENZIN;BASILICATA;BASILICATA - 01;01 - POTENZA;;PITTELLA GIOVANNI SAVERIO FURIO 
CIVICA POPOLARE LORENZIN;CALABRIA;CALABRIA - 01;01 - CROTONE;;SCALZO ANTONIO 
CIVICA POPOLARE LORENZIN;CALABRIA;CALABRIA - 01;02 - COSENZA;;FERRARI SONIA 
CIVICA POPOLARE LORENZIN;CALABRIA;CALABRIA - 01;03 - CATANZARO;;VILLELLA AQUILA 
CIVICA POPOLARE LORENZIN;CALABRIA;CALABRIA - 01;04 - REGGIO DI CALABRIA;;AMARO OTTAVIO SALVATORE 
CIVICA POPOLARE LORENZIN;CAMPANIA;CAMPANIA - 01;01 - BENEVENTO;;ABBATE GIULIA 
CIVICA POPOLARE LORENZIN;CAMPANIA;CAMPANIA - 01;02 - CASERTA;;CAPUTO NICOLA 
CIVICA POPOLARE LORENZIN;CAMPANIA;CAMPANIA - 01;03 - AVELLINO;;FAMIGLIETTI LUIGI 
CIVICA POPOLARE LORENZIN;CAMPANIA;CAMPANIA - 02;04 - GIUGLIANO IN CAMPANIA;;PALMA GIOVANNA 
CIVICA POPOLARE LORENZIN;CAMPANIA;CAMPANIA - 02;06 - CASORIA;;RUSSO FRANCESCO 
CIVICA POPOLARE LORENZIN;CAMPANIA;CAMPANIA - 02;07 - NAPOLI - CIRCOSCRIZIONE 7 SAN CARLO ALL'ARENA;;ALFANO GIOACCHINO 
CIVICA POPOLARE LORENZIN;CAMPANIA;CAMPANIA - 02;08 - NAPOLI - CIRCOSCRIZIONE 19 FUORIGROTTA;;MARCIANO ANTONIO 
CIVICA POPOLARE LORENZIN;CAMPANIA;CAMPANIA - 03;05 - PORTICI;;D' ANGELO LIBERA 
CIVICA POPOLARE LORENZIN;CAMPANIA;CAMPANIA - 03;09 - TORRE DEL GRECO;;MANNIELLO FRANCESCO 
CIVICA POPOLARE LORENZIN;CAMPANIA;CAMPANIA - 03;10 - SALERNO;;IANNUZZI BARBATO DETTO TINO
CIVICA POPOLARE LORENZIN;CAMPANIA;CAMPANIA - 03;11 - BATTIPAGLIA;;GALLO FILOMENA 
CIVICA POPOLARE LORENZIN;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;01 - RIMINI;;ARLOTTI TIZIANO 
CIVICA POPOLARE LORENZIN;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;02 - RAVENNA;;COLLINA STEFANO 
CIVICA POPOLARE LORENZIN;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;03 - FERRARA;;ZAMPA SANDRA 
CIVICA POPOLARE LORENZIN;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;04 - BOLOGNA;;CASINI PIER FERDINANDO 
CIVICA POPOLARE LORENZIN;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;05 - MODENA;;PATRIARCA EDOARDO 
CIVICA POPOLARE LORENZIN;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;06 - REGGIO NELL'EMILIA ;;IORI VANNA 
CIVICA POPOLARE LORENZIN;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;07 - PARMA;;PAGLIARI GIORGIO 
CIVICA POPOLARE LORENZIN;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;08 - PIACENZA;;GAZZOLO PAOLA 
CIVICA POPOLARE LORENZIN;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;01 - TRIESTE;13;ILLY RICCARDO 
CIVICA POPOLARE LORENZIN;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;02 - UDINE;14;DE MONTE ISABELLA 
CIVICA POPOLARE LORENZIN;LAZIO;LAZIO - 01;01 - ROMA - QUARTIERE GIANICOLENSE;;BONINO EMMA 
CIVICA POPOLARE LORENZIN;LAZIO;LAZIO - 01;02 - ROMA - QUARTIERE TUSCOLANO;;PASTORELLI ORESTE 
CIVICA POPOLARE LORENZIN;LAZIO;LAZIO - 01;03 - ROMA - QUARTIERE PORTUENSE;;MATURANI GIUSEPPINA 
CIVICA POPOLARE LORENZIN;LAZIO;LAZIO - 02;04 - ROMA - QUARTIERE COLLATINO;;QUINTO PAOLO 
CIVICA POPOLARE LORENZIN;LAZIO;LAZIO - 02;05 - VITERBO;;MAZZOLI ALESSANDRO 
CIVICA POPOLARE LORENZIN;LAZIO;LAZIO - 02;06 - GUIDONIA MONTECELIO;;LUCHERINI CARLO 
CIVICA POPOLARE LORENZIN;LAZIO;LAZIO - 03;07 - FROSINONE;;SPILABOTTE MARIA 
CIVICA POPOLARE LORENZIN;LAZIO;LAZIO - 03;08 - ROMA - FIUMICINO;;MARCHETTI UGO 
CIVICA POPOLARE LORENZIN;LAZIO;LAZIO - 03;09 - LATINA;;MOSCARDELLI CLAUDIO 
CIVICA POPOLARE LORENZIN;LAZIO;LAZIO - 03;10 - VELLETRI;;PARENTE ANNAMARIA 
CIVICA POPOLARE LORENZIN;LIGURIA;LIGURIA - 01;01 - SAVONA;;DE VINCENZI LUIGI 
CIVICA POPOLARE LORENZIN;LIGURIA;LIGURIA - 01;02 - GENOVA - UNITÀ URBANISTICA SAN FRUTTUOSO;;PINOTTI ROBERTA 
CIVICA POPOLARE LORENZIN;LIGURIA;LIGURIA - 01;03 - GENOVA - LA SPEZIA;;MICHELUCCI JURI 
CIVICA POPOLARE LORENZIN;LOMBARDIA;LOMBARDIA - 01;16 - PAVIA;;BOSONE DANIELE 
CIVICA POPOLARE LORENZIN;LOMBARDIA;LOMBARDIA - 01;17 - CREMONA;;LOMBARDI VALENTINA 
CIVICA POPOLARE LORENZIN;LOMBARDIA;LOMBARDIA - 01;18 - MANTOVA;;ALLI PAOLO 
CIVICA POPOLARE LORENZIN;LOMBARDIA;LOMBARDIA - 02;12 - BERGAMO;;MARCASSOLI LIVIA 
CIVICA POPOLARE LORENZIN;LOMBARDIA;LOMBARDIA - 02;13 - TREVIGLIO;;GUERINI GIUSEPPE 
CIVICA POPOLARE LORENZIN;LOMBARDIA;LOMBARDIA - 02;14 - BRESCIA;;MESSINA IGNAZIO 
CIVICA POPOLARE LORENZIN;LOMBARDIA;LOMBARDIA - 02;15 - LUMEZZANE;;CINQUEPALMI LORENZO 
CIVICA POPOLARE LORENZIN;LOMBARDIA;LOMBARDIA - 03;08 - LECCO;;BARTESAGHI CRISTINA 
CIVICA POPOLARE LORENZIN;LOMBARDIA;LOMBARDIA - 03;09 - CANTÙ;;MARELLI SAVINA 
CIVICA POPOLARE LORENZIN;LOMBARDIA;LOMBARDIA - 03;10 - COMO;;CAMPORINI VINCENZO 
CIVICA POPOLARE LORENZIN;LOMBARDIA;LOMBARDIA - 03;11 - VARESE;;ALFIERI ALESSANDRO 
CIVICA POPOLARE LORENZIN;LOMBARDIA;LOMBARDIA - 04;01 - MILANO - AREA STATISTICA 84;;CERNO TOMMASO 
CIVICA POPOLARE LORENZIN;LOMBARDIA;LOMBARDIA - 04;02 - MILANO - AREA STATISTICA 74;;D'ALFONSO FRANCO MARIA 
CIVICA POPOLARE LORENZIN;LOMBARDIA;LOMBARDIA - 04;03 - MILANO - LEGNANO;;PERDUCA MARCO 
CIVICA POPOLARE LORENZIN;LOMBARDIA;LOMBARDIA - 04;04 - ROZZANO;;FIORENTINI MICHELA 
CIVICA POPOLARE LORENZIN;LOMBARDIA;LOMBARDIA - 05;05 - COLOGNO MONZESE;;MALPEZZI SIMONA FLAVIA 
CIVICA POPOLARE LORENZIN;LOMBARDIA;LOMBARDIA - 05;06 - MONZA;;BERTOLA CHERUBINA 
CIVICA POPOLARE LORENZIN;LOMBARDIA;LOMBARDIA - 05;07 - SESTO SAN GIOVANNI;;DE MARCHI DIANA ALESSANDRA 
CIVICA POPOLARE LORENZIN;MARCHE;MARCHE - 01;01 - PESARO;2;BONELLI ANGELO 
CIVICA POPOLARE LORENZIN;MARCHE;MARCHE - 01;02 - ANCONA;2;CARRESCIA PIERGIORGIO 
CIVICA POPOLARE LORENZIN;MARCHE;MARCHE - 01;03 - ASCOLI PICENO;2;DI CINTIO EMANUELA 
CIVICA POPOLARE LORENZIN;MOLISE;MOLISE - 01;01 - CAMPOBASSO;;COLAVITA ENRICO 
CIVICA POPOLARE LORENZIN;PIEMONTE;PIEMONTE - 01;01 - SETTIMO TORINESE;6;AVETTA ALBERTO 
CIVICA POPOLARE LORENZIN;PIEMONTE;PIEMONTE - 01;02 - MONCALIERI ;6;BUEMI ENRICO 
CIVICA POPOLARE LORENZIN;PIEMONTE;PIEMONTE - 01;03 - TORINO - COLLEGNO;6;ESPOSITO STEFANO 
CIVICA POPOLARE LORENZIN;PIEMONTE;PIEMONTE - 01;04 - TORINO - ZONA STATISTICA 61;6;LAUS MAURO ANTONIO DONATO 
CIVICA POPOLARE LORENZIN;PIEMONTE;PIEMONTE - 02;05 - NOVARA;6;FERRARA ELENA 
CIVICA POPOLARE LORENZIN;PIEMONTE;PIEMONTE - 02;06 - VERCELLI;6;BARGERO CRISTINA 
CIVICA POPOLARE LORENZIN;PIEMONTE;PIEMONTE - 02;07 - ALESSANDRIA;6;BORIOLI DANIELE GAETANO 
CIVICA POPOLARE LORENZIN;PIEMONTE;PIEMONTE - 02;08 - CUNEO;6;GIOVANNINI MARTA 
CIVICA POPOLARE LORENZIN;PUGLIA;PUGLIA - 01;01 - BARI;4;CAMPANELLI SALVATORE 
CIVICA POPOLARE LORENZIN;PUGLIA;PUGLIA - 01;02 - ALTAMURA;4;LEZOCHE LOREDANA 
CIVICA POPOLARE LORENZIN;PUGLIA;PUGLIA - 01;03 - ANDRIA;4;GENTILE ELENA 
CIVICA POPOLARE LORENZIN;PUGLIA;PUGLIA - 01;08 - FOGGIA;4;RUSSO MASSIMO 
CIVICA POPOLARE LORENZIN;PUGLIA;PUGLIA - 02;04 - BRINDISI;4;AMATI FABIANO 
CIVICA POPOLARE LORENZIN;PUGLIA;PUGLIA - 02;05 - LECCE;3;STEFANO DARIO 
CIVICA POPOLARE LORENZIN;PUGLIA;PUGLIA - 02;06 - NARDÒ;4;BELLANOVA TERESA 
CIVICA POPOLARE LORENZIN;PUGLIA;PUGLIA - 02;07 - TARANTO;4;CASCARANO MARIA GRAZIA 
CIVICA POPOLARE LORENZIN;SARDEGNA;SARDEGNA - 01;01 - CAGLIARI;3;PORRU DANIELA 
CIVICA POPOLARE LORENZIN;SARDEGNA;SARDEGNA - 01;02 - NUORO;3;ANGIONI IGNAZIO 
CIVICA POPOLARE LORENZIN;SARDEGNA;SARDEGNA - 01;03 - SASSARI;3;GANAU GIANFRANCO 
CIVICA POPOLARE LORENZIN;SICILIA;SICILIA - 01;01 - PALERMO - RESUTTANA-SAN LORENZO;;PICCIONE TERESA 
CIVICA POPOLARE LORENZIN;SICILIA;SICILIA - 01;02 - PALERMO - BAGHERIA;;CICERO MARIO 
CIVICA POPOLARE LORENZIN;SICILIA;SICILIA - 01;03 - MARSALA;;RUGGIRELLO PAOLO 
CIVICA POPOLARE LORENZIN;SICILIA;SICILIA - 01;04 - AGRIGENTO;;IACONO MARIA 
CIVICA POPOLARE LORENZIN;SICILIA;SICILIA - 01;05 - GELA;;PETITTO ANNALISA MARIA 
CIVICA POPOLARE LORENZIN;SICILIA;SICILIA - 02;06 - MESSINA;;D'AMORE FABIO 
CIVICA POPOLARE LORENZIN;SICILIA;SICILIA - 02;07 - ACIREALE;;BURTONE GIOVANNI MARIO SALVINO 
CIVICA POPOLARE LORENZIN;SICILIA;SICILIA - 02;08 - CATANIA;;SUDANO VALERIA CARMELA MARIA 
CIVICA POPOLARE LORENZIN;SICILIA;SICILIA - 02;09 - SIRACUSA;;FURNARI MARIA ALESSANDRA 
CIVICA POPOLARE LORENZIN;TOSCANA;TOSCANA - 01;TOSCANA - 05 - LUCCA;;MARCUCCI ANDREA 
CIVICA POPOLARE LORENZIN;TOSCANA;TOSCANA - 01;01 - FIRENZE ;;RENZI MATTEO 
CIVICA POPOLARE LORENZIN;TOSCANA;TOSCANA - 01;02 - SESTO FIORENTINO;;PARRINI DARIO 
CIVICA POPOLARE LORENZIN;TOSCANA;TOSCANA - 01;03 - PRATO;;BINI CATERINA 
CIVICA POPOLARE LORENZIN;TOSCANA;TOSCANA - 02;04 - AREZZO;;NENCINI RICCARDO 
CIVICA POPOLARE LORENZIN;TOSCANA;TOSCANA - 02;06 - PISA;;FEDELI VALERIA 
CIVICA POPOLARE LORENZIN;TOSCANA;TOSCANA - 02;07 - LIVORNO;;VELO SILVIA 
CIVICA POPOLARE LORENZIN;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;01 - BOLZANO/BOZEN;;BRESSA GIANCLAUDIO 
CIVICA POPOLARE LORENZIN;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;02 - MERANO/MERAN;;AGNELLI PETRA 
CIVICA POPOLARE LORENZIN;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;03 - BRESSANONE/BRIXEN;;PRADER RENATE 
